t,params,num_params,num_time_steps,error_bound,error_grad,resid,fidelity,true_error,true_to_euler_error,trained_to_euler_error,target_energy,trained_energy,energy_error,h_norm,h_squared,variance,dtdt_trained,re_im_grad
0.17308607443104118,"[0.         0.         0.         0.         1.57079633 1.57079633
 0.         0.        ]",8,10,,0.0,,0.99981402,0.01872746,0.5774391519241042,0.5693943293472766,(-4.21927143+0j),(-4.19105698+0j),(0.02821445+0j),,22.860835657952588,(5.295877030555349+0j),,
0.17452692405136372,"[0.         0.         0.         0.         1.57079633 1.57079633
 0.         0.        ]",8,10,,0.0,,0.99982346,0.01824451,0.5803544748769294,0.5726094727041797,(-4.23356629+0j),(-4.20699538+0j),(0.02657091+0j),,22.905722291106166,(5.206912183874991+0j),,
0.17587135037086338,"[0.         0.         0.         0.         1.57079633 1.57079633
 0.         0.        ]",8,10,,0.0,,0.99983188,0.01779916,0.5830504845644837,0.575581441432626,(-4.24670736+0j),(-4.22162554-0j),(0.02508182-0j),,22.947385743037714,(5.125263558513861-5.858682342276508e-17j),,
0.17721577669036304,"[0.         0.         0.         0.         1.57079633 1.57079633
 0.         0.        ]",8,10,,0.0,,0.99983992,0.01735966,0.585723308308731,0.5785258007399188,(-4.25966099+0j),(-4.23602287+0j),(0.02363812+0j),,22.988830115598216,(5.0449403580075085+0j),,
0.1788402503934444,"[0.         0.         0.         0.         1.57079633 1.57079633
 0.         0.        ]",8,10,,0.0,,0.99984911,0.01683809,0.5889222222485129,0.5820447410643661,(-4.27506683+0j),(-4.2531046+0j),(0.02196223+0j),,23.038598751794325,(4.949700015799028+5.902368315908604e-17j),,
0.18046472409652575,"[0.         0.         0.         0.         1.57079633 1.57079633
 0.         0.        ]",8,10,,0.0,,0.99985779,0.01632564,0.5920878897137393,0.5855240575247137,(-4.29020798+0j),(-4.26985857+0j),(0.02034941+0j),,23.08803780754243,(4.8563456054805485+0j),,
0.18236746764795997,"[0.         0.         0.         0.         1.57079633 1.57079633
 0.         0.        ]",8,10,,0.0,,0.99986727,0.01573929,0.595753998482442,0.5895466349738143,(-4.30761268+0j),(-4.28906251+0j),(0.01855017+0j),,23.145504104853476,(4.749446927755919+0j),,
0.18427021119939418,"[0.         0.         0.         0.         1.57079633 1.57079633
 0.         0.        ]",8,10,,0.0,,0.9998761,0.01516668,0.5993754785000976,0.5935155650767979,(-4.32466844+0j),(-4.30783441+0j),(0.01683403+0j),,23.202502366816958,(4.645065061704308+5.978321185500593e-17j),,
0.18642725854380524,"[0.         0.         0.         0.         1.57079633 1.57079633
 0.         0.        ]",8,10,,0.0,,0.99988531,0.0145367,0.6034276668529862,0.5979478353464062,(-4.34359117+0j),(-4.32859335+0j),(0.01499782+0j),,23.266526833695806,(4.529806435415384+0j),,
0.18858430588821629,"[0.         0.         0.         0.         1.57079633 1.57079633
 0.         0.        ]",8,10,,0.0,,0.99989376,0.01392601,0.6074239471171423,0.602312322530474,(-4.36208574+0j),(-4.34882279+0j),(0.01326295+0j),,23.329930179911422,(4.417670543723734+6.035203985729059e-17j),,
