t,params,num_params,num_time_steps,error_bound,error_grad,resid,fidelity,true_error,true_to_euler_error,trained_to_euler_error,target_energy,trained_energy,energy_error,h_norm,h_squared,variance,dtdt_trained,re_im_grad
0.0,"[0.         0.         0.         0.         1.57079633 1.57079633
 0.         0.        ]",8,10,,(3+5.876655043389914e-47j),,1.0,0.0,0.0,0.0,0j,0j,0j,,19.000000000000004,(19.000000000000004+0j),,
0.0,"[0.         0.         0.         0.         1.57079633 1.57079633
 0.         0.        ]",8,10,,(2.4660950665194847+2.4375146141069257e-47j),,0.25,1.0,0.0,0.9999999999999999,0j,(2+0j),(2+0j),,17.0,(13+0j),,
0.0,"[0.         0.         0.         0.         1.57079633 1.57079633
 0.         0.        ]",8,10,,1.4334052238993438,,0.25,1.0,0.0,0.9999999999999999,0j,(2+0j),(2+0j),,17.0,(13+0j),,
0.0,"[0.         0.         0.         0.         1.57079633 1.57079633
 0.         0.        ]",8,10,,,,0.25,1.0,0.0,0.9999999999999999,0j,(2+0j),(2+0j),,17.0,(13+0j),,
0.0,"[0.         0.         0.         0.         1.57079633 1.57079633
 0.         0.        ]",8,10,,,,1.0,0.0,0.0,0.0,0j,0j,0j,,19.000000000000004,(19.000000000000004+0j),,
