eps_t,dt,opt_factor,grad_factor,energy_factor,stddev,|e-norm(H)|
0.00015972,0.009999999999999787,0.00015701,3.05e-06,1.053e-05,0.03285154,2.45155379
0.00015715,0.009999999999999787,0.00015448,2.23e-06,1.018e-05,0.03229839,2.45157521
0.0001546,0.009999999999999787,0.00015198,3.01e-06,9.85e-06,0.03175476,2.4515959
0.00015211,0.009999999999999787,0.00014953,3.74e-06,9.53e-06,0.03122038,2.45161591
0.00014966,0.009999999999999787,0.00014712,2.16e-06,9.22e-06,0.0306951,2.45163525
0.00014724,0.009999999999999787,0.00014474,2.71e-06,8.91e-06,0.03017877,2.45165394
0.00014486,0.009999999999999787,0.0001424,2.53e-06,8.62e-06,0.02967124,2.45167201
0.00014251,0.009999999999999787,0.0001401,3.21e-06,8.34e-06,0.02917238,2.45168948
0.00014021,0.009999999999999787,0.00013784,2.09e-06,8.07e-06,0.02868206,2.45170636
0.00013794,0.009999999999999787,0.0001356,1.66e-06,7.8e-06,0.02820005,2.45172268
0.0001357,0.009999999999999787,0.0001334,2.39e-06,7.55e-06,0.02772626,2.45173846
0.0001335,0.009999999999999787,0.00013124,2.99e-06,7.3e-06,0.02726054,2.45175371
0.00013134,0.009999999999999787,0.00012912,3.13e-06,7.06e-06,0.02680276,2.45176845
0.00012922,0.009999999999999787,0.00012703,1.92e-06,6.83e-06,0.02635279,2.45178271
0.00012712,0.009999999999999787,0.00012497,2.32e-06,6.61e-06,0.02591046,2.45179648
0.00012506,0.009999999999999787,0.00012294,2.9e-06,6.39e-06,0.02547564,2.4518098
0.00012304,0.009999999999999787,0.00012096,2.21e-06,6.18e-06,0.02504826,2.45182268
0.00012104,0.009999999999999787,0.00011899,2.44e-06,5.98e-06,0.02462812,2.45183512
0.00011908,0.009999999999999787,0.00011706,3.61e-06,5.78e-06,0.02421512,2.45184716
0.00011716,0.009999999999999787,0.00011518,3.58e-06,5.6e-06,0.0238091,2.45185879
0.00011527,0.009999999999999787,0.00011332,2.35e-06,5.41e-06,0.02341,2.45187004
0.0001134,0.009999999999999787,0.00011149,2.65e-06,5.24e-06,0.0230177,2.45188091
0.00011156,0.009999999999999787,0.00010968,2.96e-06,5.07e-06,0.02263204,2.45189142
