t,params,num_params,num_time_steps,error_bound,error_grad,resid,fidelity,true_error,true_to_euler_error,trained_to_euler_error,target_energy,trained_energy,energy_error,h_norm,h_squared,variance,dtdt_trained,re_im_grad
0.0,"[0.         0.         0.         0.         1.57079633 1.57079633
 0.         0.        ]",8,10,,8.429369702178807e-08,7.7554153574279e-16,1.0,0.0,0.0,0.0,0j,0j,0j,5.273163042697021,19.000000000000004,(19.000000000000004+0j),19.000000000000004,-19.0
0.1,"[ 0.6         0.3        -0.          0.          1.77079633  1.87079633
  0.         -0.        ]",8,10,,0.0,1.5687652174894292e-15,0.99377856,0.07893759,0.10923187561559991,0.10666932169753941,(-3.11707499+0j),(-3.25689122-0j),(-0.13981623-0j),5.273163042697021,19.32348905235998,(8.716148619035335-1.6057713486005611e-31j),8.71614861903534,-8.716148619035343
0.2,"[ 0.95829976  0.51133131 -0.          0.          1.71368882  2.14155064
  0.         -0.        ]",8,10,,0.0,1.9230880649433083e-15,0.98925845,0.10378125,0.14898257151829886,0.14597840763069278,(-4.45324844+0j),(-4.50677559+0j),(-0.05352716+0j),5.273163042697021,22.8690168490487,(2.557990596930779+1.777609537243546e-30j),2.5579905969307974,-2.557990596930793
0.30000000000000004,"[ 1.12736473  0.47651938 -0.         -0.          1.56265682  2.34085689
  0.         -0.        ]",8,10,,0.0,3.4823953669445137e-15,0.99696697,0.05509383,0.142962724341016,0.15547525697367115,(-4.92782173+0j),(-4.9437801+0j),(-0.01595837+0j),5.273163042697021,25.608909840391686,(1.1679481509832002+0j),1.1679481509832184,-1.1679481509832152
0.4,"[ 1.07739787  0.28686176  1.03059715  0.30272961  1.75847102  2.76857216
 -0.98752127  1.30518635]",8,10,,0.0,2.071198808993656e-15,0.89936133,0.69139988,0.14644792017898603,0.7564330092035964,(-5.11790467+0j),(-4.24505673-0j),(0.87284794-0j),5.273163042697021,26.87965351726457,(8.859146864180069-3.770367779261528e-15j),8.859146864180088,-8.859146864180083
0.5,"[ 1.14483513  0.41256167  0.80464641  1.17076751  1.80727111  2.39402627
 -0.81657675  0.96780841]",8,10,,0.0,1.6823634108810978e-15,0.98451798,0.48372998,0.3708466047529885,0.5986894246244876,(-5.20163917+0j),(-5.11075051-0j),(0.09088865-0j),5.273163042697021,27.027230952036305,(0.9074601406613176-4.539258314573718e-15j),0.9074601406613149,-0.9074601406613164
0.6000000000000001,"[ 1.18488145  0.60567538  0.88302136  1.12177257  1.93071075  2.48208399
 -0.86938916  0.95049313]",8,10,,3.573172929370939e-08,9.881591566475924e-16,0.9962067,0.44041638,0.3705009513047107,0.5684295557686039,(-5.23992944+0j),(-5.23202484+0j),(0.0079046+0j),5.273163042697021,27.53507288400409,(0.16098892042990443+0j),0.16098892042989316,-0.16098892042989815
0.7000000000000001,"[ 1.22834071e+00  6.11587260e-01  2.60661000e-03  1.09191548e+00
  1.39359086e+00  3.03878559e+00 -3.97774570e-01 -1.83881870e-01]",8,10,,0.0,3.728788817768415e-15,0.95820934,0.39255067,0.380723455541453,0.5896749279142183,(-5.25766589+0j),(-5.11270826+0j),(0.14495763+0j),5.273163042697021,27.34548572750586,(1.20569997422351+0j),1.2056999742234944,-1.2056999742235033
0.8,"[ 0.90573993  0.08152008 -0.08520198  1.67347499  2.83923292  4.22055076
 -0.27009656  0.60138383]",8,10,,0.9788859054845175,0.06329605682726279,0.89715211,0.37191285,0.36519618488281297,0.6292009463816929,(-5.26592335+0j),(-4.47687661+0j),(0.78904673+0j),5.273163042697021,26.000906302110646,(5.958482113044312+9.940662983615068e-16j),5.000264497088052,-5.00026449708806
0.9,"[ 1.21541626  0.26249105 -0.09381586  1.72529347  2.64703443  3.97173801
 -0.24167717  0.49501817]",8,10,,2.9200193199910854e-07,8.691615482173564e-15,0.97371157,0.20876867,0.5678013809525465,0.6655491173869849,(-5.26977732+0j),(-5.09175921+0j),(0.17801811+0j),5.273163042697021,27.132151263853263,(1.20613942538834+0j),1.206139425388546,-1.2061394253884004
1.0,"[ 1.38153753  3.51133342  2.14693267  6.22397619  6.81725578  7.76861969
 -0.13431018  5.04961097]",8,10,,,,0.20447825,1.30531814,0.6328317068883788,1.7515364713296573,(-5.27157865+0j),(0.31269061-0j),(5.58426926-0j),5.273163042697021,,,,
