eps_t,dt,opt_factor,grad_factor,energy_factor,stddev,|norm(H)|
0.0,0.0001,0.0,1.98431348,0.0,2.90473751,3.0
0.00071501,0.0001,0.00147411,1.98465394,0.00415531,2.90496974,3.0
0.00261371,0.0001,0.00359271,1.98524585,0.01520299,2.90537185,3.0
0.00835434,0.0001,0.00944704,1.98681636,0.04871967,2.90642885,3.0
0.03038884,0.0001,0.03153775,1.99255345,0.17895068,2.91017242,3.0
0.10770054,0.0001,0.10888584,2.01272276,0.65541852,2.92205683,3.0
0.40484212,0.0001,0.40609816,2.08979166,2.75112402,2.95568684,3.0
1.34097138,0.0001,1.34224165,2.23605371,11.08085522,2.99608938,3.0
1.41421356,0.0001,1.41509289,2.23859887,12.43991261,2.99127115,3.0
1.41421356,0.0001,1.41514332,2.06734022,13.15367607,2.92927721,3.0
1.41421356,0.0001,1.41519135,1.73261648,13.8331225,2.77383994,3.0
1.41421356,0.0001,1.41522691,1.28022541,14.33868408,2.47728628,3.0
1.41421356,0.0001,1.41523593,0.79309317,14.46634267,1.97493431,3.0
1.41421356,0.0001,1.41521641,0.48034326,14.19562612,1.49937761,3.0
1.41421356,0.0001,1.41517909,0.27057367,13.66223748,1.00416906,3.0
