t,params,num_params,num_time_steps,error_bound,error_bound_factor,error_grad,resid,fidelity,true_error,phase_agnostic_true_error,true_to_euler_error,trained_to_euler_error,target_energy,trained_energy,energy_error,h_norm,h_squared,variance,dtdt_trained,re_im_grad
0,[0. 0. 0.],3,10,,,1.837117307088364,6.708198565453428e-07,1.0,0.0,1e-06,,,0.0,0.0,0.0,,9.0,9.0,5.624991000010798,-5.624995500003598
0.1,[0.29999976 0.         0.59999952],3,10,,,1.8420517726529624,6.147286468198241e-07,0.97016721,0.17337438,0.17337438,,,-1.6111487,-1.05909263,0.55205607,,8.999999999999996,7.878322798418971,4.48516050745887,-4.48516428637196
0.2,[0.59954458 0.16123718 1.11202176],3,10,,,1.8841620541932897,4.0203144194894805e-07,0.90958406,0.30423292,0.30423292,,,-2.50096382,-1.8242091,0.67675472,,9.0,5.6722611729299715,2.122191293882486,-2.12219291017529
0.30000000000000004,[0.80315673 0.38391627 1.37770089],3,10,,,1.8287600514203444,2.44790988905227e-07,0.851859,0.39252496,0.39252496,,,-2.84041804,-2.17452314,0.6658949,,9.0,4.271449131923871,0.9270846078003656,-0.9270852070266482
0.4,[0.90682952 0.58770509 1.46513486],3,10,,,1.7228882984370988,1.8253705106434588e-07,0.80675089,0.45123581,0.45123581,,,-2.95102457,-2.3379761,0.61304847,,8.999999999999998,3.5338677547125066,0.5655229994255243,-0.5655233326232745
0.5,[0.95585034 0.76276519 1.48158769],3,10,,,1.6230019003801124,1.5154278953493603e-07,0.7703909,0.49453181,0.49453181,,,-2.98516426,-2.44214544,0.54301882,,8.999999999999998,3.0359256333828553,0.4017900054410575,-0.4017902350932281
0.6,[0.9803564  0.91221321 1.47611425],3,10,,,1.5435532002237058,1.2707789695388402e-07,0.73940893,0.52936017,0.52936017,,,-2.99552383,-2.51634734,0.47917649,,8.999999999999998,2.6679960682524753,0.28543926335579367,-0.2854394248437126
0.7,[0.99402401 1.03815724 1.46610982],3,10,,,1.4850833528957015,1.0520457661836476e-07,0.71254965,0.55834297,0.55834297,,,-2.9986511,-2.56867268,0.42997842,,9.000000000000004,2.4019206695609476,0.1964478831529521,-0.19644799383298153
0.7999999999999999,[1.00256437 1.14261693 1.45698629],3,10,,,1.4441589740650864,8.594192916132724e-08,0.68943558,0.58254171,0.58254171,,,-2.99959366,-2.60443021,0.39516344,,9.000000000000002,2.2169432641698883,0.13134797407686166,-0.13134804793701352
0.8999999999999999,[1.0083698  1.2280742  1.44996003],3,10,,,1.416502318646481,6.950856924959713e-08,0.66985077,0.60258756,0.60258756,,,-2.99987761,-2.62821556,0.37166205,,9.000000000000004,2.092482969876291,0.086004054516613,-0.08600410283102503
