eps_t,dt,opt_factor,grad_factor,energy_factor,stddev,|e-norm(H)|
1.67e-05,0.0001,1.67e-05,7.8e-06,8.74e-06,0.26157164,2.41185853
1.668e-05,0.0001,1.667e-05,1.021e-05,8.67e-06,0.26007903,2.41232387
1.664e-05,0.0001,1.663e-05,2.227e-05,8.6e-06,0.25836816,2.41285374
1.663e-05,0.0001,1.662e-05,1.754e-05,8.55e-06,0.25701971,2.41326873
1.663e-05,0.0001,1.663e-05,2.596e-05,8.52e-06,0.2561005,2.41355028
1.663e-05,0.0001,1.663e-05,2.307e-05,8.49e-06,0.25518434,2.41382982
1.665e-05,0.0001,1.664e-05,2.412e-05,8.46e-06,0.25419914,2.41412924
1.666e-05,0.0001,1.665e-05,3.873e-05,8.43e-06,0.25318351,2.4144366
1.668e-05,0.0001,1.668e-05,2.657e-05,8.42e-06,0.25220247,2.41473224
1.673e-05,0.0001,1.673e-05,2.728e-05,8.39e-06,0.25057466,2.4152201
1.677e-05,0.0001,1.677e-05,2.512e-05,8.33e-06,0.24844901,2.41585208
1.68e-05,0.0001,1.68e-05,2.936e-05,8.28e-06,0.2465042,2.41642527
1.684e-05,0.0001,1.683e-05,3.506e-05,8.23e-06,0.24448834,2.41701435
1.689e-05,0.0001,1.689e-05,5.847e-05,8.2e-06,0.24260603,2.41755975
1.702e-05,0.0001,1.701e-05,6.232e-05,8.19e-06,0.24073733,2.4180968
1.721e-05,0.0001,1.721e-05,3.393e-05,8.22e-06,0.23877931,2.41865479
1.746e-05,0.0001,1.746e-05,7.586e-05,8.21e-06,0.23515227,2.41967567
1.782e-05,0.0001,1.782e-05,0.00020397,8.23e-06,0.23093392,2.42084224
1.876e-05,0.0001,1.875e-05,0.00015821,8.55e-06,0.22788307,2.42167209
1.977e-05,0.0001,1.977e-05,0.00020705,8.91e-06,0.22543808,2.42232877
2.073e-05,0.0001,2.073e-05,6.339e-05,9.25e-06,0.22314887,2.42293686
2.15e-05,0.0001,2.15e-05,0.00024584,9.48e-06,0.22052558,2.42362571
2.24e-05,0.0001,2.24e-05,1.212e-05,9.76e-06,0.21793171,2.42429844
2.323e-05,0.0001,2.323e-05,8.221e-05,9.99e-06,0.21492521,2.42506779
2.337e-05,0.0001,2.337e-05,2.125e-05,9.92e-06,0.21217797,2.42576105
2.356e-05,0.0001,2.355e-05,9.375e-05,9.86e-06,0.20928109,2.42648202
2.376e-05,0.0001,2.376e-05,7.478e-05,9.82e-06,0.20664367,2.42712945
2.412e-05,0.0001,2.411e-05,9.165e-05,9.86e-06,0.20435677,2.42768393
2.446e-05,0.0001,2.446e-05,3.99e-05,9.89e-06,0.20209421,2.42822622
2.472e-05,0.0001,2.471e-05,6.096e-05,9.87e-06,0.19954829,2.42882895
2.487e-05,0.0001,2.487e-05,1.885e-05,9.79e-06,0.196787,2.42947373
2.493e-05,0.0001,2.493e-05,1.776e-05,9.69e-06,0.19427647,2.4300519
2.483e-05,0.0001,2.483e-05,0.00013824,9.54e-06,0.19201899,2.43056526
2.515e-05,0.0001,2.515e-05,0.00011084,9.55e-06,0.18974558,2.431076
2.594e-05,0.0001,2.594e-05,6.088e-05,9.7e-06,0.18697408,2.43169017
2.646e-05,0.0001,2.646e-05,4.75e-05,9.73e-06,0.18382585,2.43237656
2.664e-05,0.0001,2.664e-05,8.107e-05,9.64e-06,0.18090827,2.43300199
2.697e-05,0.0001,2.696e-05,7.817e-05,9.57e-06,0.1775043,2.43371873
2.752e-05,0.0001,2.752e-05,8.467e-05,9.56e-06,0.17368721,2.43450589
2.81e-05,0.0001,2.81e-05,0.00013792,9.55e-06,0.169855,2.4352786
2.909e-05,0.0001,2.909e-05,0.00024457,9.66e-06,0.16599656,2.43603885
3.066e-05,0.0001,3.065e-05,8.376e-05,1e-05,0.16311416,2.43659518
3.172e-05,0.0001,3.172e-05,6.251e-05,1.02e-05,0.16071916,2.43704991
3.198e-05,0.0001,3.197e-05,6.504e-05,1.013e-05,0.15841341,2.43748123
3.216e-05,0.0001,3.215e-05,7.379e-05,1.003e-05,0.15598484,2.4379287
3.236e-05,0.0001,3.236e-05,0.00017146,9.96e-06,0.1537892,2.43832722
3.301e-05,0.0001,3.3e-05,2.494e-05,1.001e-05,0.15162409,2.4387146
3.342e-05,0.0001,3.341e-05,1.579e-05,1e-05,0.14960955,2.43907005
3.315e-05,0.0001,3.314e-05,5.567e-05,9.75e-06,0.14702215,2.43951952
3.302e-05,0.0001,3.301e-05,1.734e-05,9.52e-06,0.14416784,2.44000618
3.29e-05,0.0001,3.289e-05,2.6e-05,9.29e-06,0.14123254,2.44049661
3.258e-05,0.0001,3.257e-05,1.801e-05,9.01e-06,0.13825091,2.44098437
3.234e-05,0.0001,3.233e-05,1.658e-05,8.79e-06,0.1359398,2.44135523
3.205e-05,0.0001,3.204e-05,3.23e-05,8.57e-06,0.13366711,2.4417138
3.18e-05,0.0001,3.179e-05,4.16e-06,8.34e-06,0.13111635,2.44210901
3.158e-05,0.0001,3.158e-05,7.65e-06,8.17e-06,0.12935819,2.44237696
3.126e-05,0.0001,3.126e-05,5.66e-06,7.98e-06,0.12762353,2.44263777
3.087e-05,0.0001,3.086e-05,3.092e-05,7.74e-06,0.12540619,2.44296601
3.054e-05,0.0001,3.053e-05,1.388e-05,7.5e-06,0.12280883,2.44334318
3.025e-05,0.0001,3.024e-05,7.05e-06,7.27e-06,0.12012986,2.44372392
2.989e-05,0.0001,2.988e-05,1.403e-05,7.05e-06,0.11799361,2.4440215
2.954e-05,0.0001,2.953e-05,1.742e-05,6.85e-06,0.11589532,2.4443086
2.905e-05,0.0001,2.905e-05,5.57e-06,6.54e-06,0.11254353,2.44475652
2.849e-05,0.0001,2.848e-05,5.41e-06,6.22e-06,0.10917982,2.44519285
2.775e-05,0.0001,2.774e-05,6e-06,5.86e-06,0.10553805,2.44565036
2.702e-05,0.0001,2.702e-05,1.157e-05,5.51e-06,0.10201818,2.44607785
2.627e-05,0.0001,2.626e-05,3.83e-06,5.15e-06,0.09802286,2.4465456
2.508e-05,0.0001,2.508e-05,5.76e-06,4.62e-06,0.09209342,2.44720553
2.356e-05,0.0001,2.356e-05,6.09e-06,4.02e-06,0.08535461,2.44790588
2.222e-05,0.0001,2.222e-05,4.51e-06,3.53e-06,0.07933009,2.44848731
2.097e-05,0.0001,2.097e-05,4.5e-06,3.1e-06,0.07387092,2.44897777
1.995e-05,0.0001,1.995e-05,3.34e-06,2.78e-06,0.0695666,2.44934008
1.896e-05,0.0001,1.896e-05,3.45e-06,2.49e-06,0.06551567,2.4496614
1.795e-05,0.0001,1.795e-05,3.95e-06,2.21e-06,0.06147687,2.44996279
1.704e-05,0.0001,1.703e-05,3.06e-06,1.97e-06,0.05779717,2.45022088
1.561e-05,0.0001,1.561e-05,2.79e-06,1.63e-06,0.0522755,2.45057865
1.39e-05,0.0001,1.39e-05,2.42e-06,1.28e-06,0.04607046,2.45093839
1.192e-05,0.0001,1.192e-05,4.26e-06,9.4e-07,0.03927758,2.45128081
1.029e-05,0.0001,1.029e-05,1.03e-06,6.9e-07,0.03349797,2.45152977
8.96e-06,0.0001,8.96e-06,3.09e-06,5.2e-07,0.02890263,2.45169987
7.63e-06,0.0001,7.63e-06,2.34e-06,3.7e-07,0.02441986,2.45184196
6.25e-06,0.0001,6.25e-06,2.06e-06,2.5e-07,0.01963207,2.45196766
4.98e-06,0.0001,4.98e-06,3.78e-06,1.5e-07,0.01553272,2.45205383
4.08e-06,0.0001,4.08e-06,2.5e-06,1e-07,0.01228232,2.45210804
3.48e-06,0.0001,3.48e-06,1.82e-06,7e-08,0.00967839,2.45214242
2.32e-06,0.0001,2.32e-06,4.4e-07,3e-08,0.00587497,2.45217813
1.16e-06,0.0001,1.16e-06,1.4e-06,1e-08,0.00350661,2.45219161
5.9e-07,0.0001,5.9e-07,2.05e-06,0.0,0.00201221,2.45219664
1.06e-06,0.0001,1.06e-06,1.65e-06,0.0,0.00088555,2.45219864
